application_id,user_id,program_id,application_date,motivation_score,cv_score,technical_score,diversity_score,preferred_program_track,preferred_timeslot,selected,waitlisted,final_status,role,country,timezone,gender,education_level,field_of_study,years_experience,prior_neuromatch,preferred_language,interest_area,availability_slot,program_name,year,start_date,end_date,num_students,num_tas,region_focus,curriculum_hours_per_day,project_hours_per_day,total_hours_per_day,days_per_week,delivery_mode,num_timeslots,total_days,attended_curriculum_days,attended_project_days,total_curriculum_hours,total_project_hours,total_zoom_minutes,assignments_completed_total,forum_messages_total,help_requests_total,attendance_rate_curriculum,attendance_rate_project,avg_zoom_minutes_per_day,avg_forum_messages_per_day,avg_help_requests_per_day,post_score,pre_score,mid_score,learning_gain,avg_satisfaction,avg_difficulty,avg_content_quality,avg_ta_support,survey_response_count,dropout_day,reason,dropped_out,support_ticket_count,avg_support_response_time,avg_support_satisfaction,completion_status,engagement_score,survey_response_rate
A000370,U00441,P008,2026-03-01,80.48631530797783,38.65334670118559,80.05402774829984,53,Research,Slot 5,1,0,accepted,student,Kenya,UTC+3,Male,Masters,AI,4,0,Spanish,Neural Coding,Slot 5,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,14,14,67.41,38.59,4133,14,84,25,0.7,0.7,206.65,4.2,1.25,79.0,50.0,,29.0,5.0,4.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000373,U00445,P007,2026-03-01,73.33885745500572,74.97415126419854,62.69737269515655,88,Research,Slot 5,1,0,accepted,student,Brazil,UTC-3,Male,Masters,CS,6,0,Spanish,Climate,Slot 5,Computational Tools for Climate Science,2026,2026-06-22,2026-07-24,208,15,global,4.5,3,8,5,virtual,5,20,18,18,62.54,36.26,3544,18,104,28,0.9,0.9,177.2,5.2,1.4,63.0,55.0,,8.0,4.0,4.0,3.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000375,U00447,P007,2026-03-01,73.5432989677456,47.552201420945366,82.85741289711197,52,Research,Slot 4,1,0,accepted,student,Germany,UTC+1,Non-binary,Masters,Neuro,5,0,English,CV,Slot 4,Computational Tools for Climate Science,2026,2026-06-22,2026-07-24,208,15,global,4.5,3,8,5,virtual,5,20,16,16,67.62,41.64,3453,16,86,28,0.8,0.8,172.65,4.3,1.4,60.0,42.0,,18.0,5.0,3.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000376,U00448,P001,2026-03-01,57.28564664437612,51.9280783839699,89.91668832009691,75,Research,Slot 1,1,0,accepted,student,Canada,UTC-5,Male,UG,Climate,7,0,English,Climate,Slot 1,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5,20,17,17,73.62,41.67,3364,17,89,29,0.85,0.85,168.2,4.45,1.45,65.0,49.0,,16.0,4.0,4.0,5.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000380,U00453,P008,2026-03-01,64.50495723778035,47.38241709778905,93.98048216509262,55,Research,Slot 2,1,0,accepted,student,Brazil,UTC-3,Female,UG,Neuro,8,0,English,Climate,Slot 2,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,16,16,65.19,38.68,4076,16,113,34,0.8,0.8,203.8,5.65,1.7,59.0,53.0,,6.0,3.0,2.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000381,U00455,P005,2026-03-01,77.22155097808195,42.32932544599699,90.66126537020811,57,Research,Slot 4,1,0,accepted,student,Germany,UTC+1,Male,UG,CS,9,0,Hindi,Neural Coding,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5,20,16,16,67.08,40.65,3628,16,115,19,0.8,0.8,181.4,5.75,0.95,77.0,51.0,,26.0,3.0,5.0,4.0,3.0,1,19.0,difficulty,1,,,,1,1.0,0.3333333333333333
A000384,U00459,P008,2026-03-01,60.74692866593261,60.3499944212688,100.0,76,Research,Slot 4,1,0,accepted,student,Kenya,UTC+3,Non-binary,UG,Neuro,9,1,English,RL,Slot 4,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,14,14,69.8,42.22,3755,14,133,30,0.7,0.7,187.75,6.65,1.5,89.0,59.0,,30.0,3.0,5.0,3.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000386,U00462,P004,2026-03-01,47.1061350895709,63.08517156346163,95.4156510317255,76,Research,Slot 3,1,0,accepted,student,India,UTC+5:30,Male,UG,AI,8,0,English,RL,Slot 3,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,12,12,63.72,37.95,3738,12,109,27,0.6,0.6,186.9,5.45,1.35,68.0,51.0,,17.0,4.0,5.0,4.0,3.0,1,,,0,,,,0,1.0,0.3333333333333333
A000392,U00469,P004,2026-03-01,70.96434561876077,56.93967515204375,100.0,45,Research,Slot 4,1,0,accepted,student,Japan,UTC+9,Male,PhD,AI,8,1,Spanish,Neural Coding,Slot 4,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,13,13,67.2,39.89,3546,13,99,19,0.65,0.65,177.3,4.95,0.95,60.0,46.0,,14.0,3.0,3.0,4.0,5.0,1,,,0,,,,0,1.0,0.3333333333333333
A000408,U00489,P006,2026-03-01,56.074383066701735,52.11280724441552,87.04075437928158,83,Research,Slot 1,1,0,accepted,student,Germany,UTC+1,Male,Masters,Neuro,6,0,Hindi,CV,Slot 1,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,18,18,69.09,41.16,3642,18,104,24,0.9,0.9,182.1,5.2,1.2,76.0,47.0,,29.0,4.0,3.0,3.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000409,U00490,P003,2026-03-01,64.0605612242808,47.65075728479025,100.0,46,Research,Slot 4,1,0,accepted,student,Germany,UTC+1,Non-binary,Masters,Climate,8,0,Hindi,Climate,Slot 4,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5,20,12,12,66.27,43.89,3914,12,116,33,0.6,0.6,195.7,5.8,1.65,63.0,42.0,,21.0,3.0,2.0,5.0,3.0,1,,,0,,,,0,1.0,0.3333333333333333
A000410,U00492,P008,2026-03-01,71.11664754892062,50.10962617116975,76.0648490748072,61,Research,Slot 3,1,0,accepted,student,Germany,UTC+1,Non-binary,PhD,CS,7,0,Hindi,Time Series,Slot 3,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,16,16,68.75,41.4,3543,16,119,27,0.8,0.8,177.15,5.95,1.35,66.0,41.0,,25.0,4.0,5.0,3.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000411,U00493,P008,2026-03-01,53.27611694649748,57.123564932936254,100.0,66,Research,Slot 3,1,0,accepted,student,Japan,UTC+9,Non-binary,Masters,Neuro,9,0,French,RL,Slot 3,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,17,17,68.21,40.1,3650,17,121,37,0.85,0.85,182.5,6.05,1.85,79.0,60.0,,19.0,5.0,3.0,5.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000412,U00494,P008,2026-03-01,71.80989905305672,54.03274563037172,84.21376528330924,87,Research,Slot 1,1,0,accepted,student,Brazil,UTC-3,Male,Masters,AI,9,0,English,NLP,Slot 1,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,18,18,61.93,36.09,4002,18,120,30,0.9,0.9,200.1,6.0,1.5,69.0,46.0,,23.0,5.0,4.0,5.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000413,U00495,P006,2026-03-01,50.60301580426491,53.24805825210123,100.0,72,Research,Slot 2,1,0,accepted,student,Japan,UTC+9,Non-binary,Masters,AI,8,0,Spanish,Neural Coding,Slot 2,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,14,14,64.5,34.02,3873,14,115,34,0.7,0.7,193.65,5.75,1.7,78.0,69.0,,9.0,3.0,5.0,3.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000415,U00497,P004,2026-03-01,60.00720906935976,59.71421864816206,100.0,72,Research,Slot 3,1,0,accepted,student,UK,UTC+0,Male,UG,AI,8,0,French,Time Series,Slot 3,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,17,17,68.69,38.21,3717,17,88,26,0.85,0.85,185.85,4.4,1.3,68.0,40.0,,28.0,3.0,2.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000418,U00501,P002,2026-03-01,92.40139148636808,58.95205235018625,97.77299411569123,41,Research,Slot 2,1,0,accepted,student,India,UTC+5:30,Female,PhD,AI,4,1,Spanish,NLP,Slot 2,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,14,14,62.97,43.82,3563,14,108,31,0.7,0.7,178.15,5.4,1.55,50.0,41.0,,9.0,5.0,3.0,3.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000421,U00504,P002,2026-03-01,71.8279654331258,49.01491722482269,100.0,64,Research,Slot 3,1,0,accepted,student,UK,UTC+0,Male,UG,Climate,9,0,Hindi,Time Series,Slot 3,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,16,16,68.69,43.81,3561,16,83,31,0.8,0.8,178.05,4.15,1.55,72.0,51.0,,21.0,5.0,5.0,3.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000429,U00514,P003,2026-03-01,61.53344767602115,55.88635459796273,87.85503908696901,69,Research,Slot 4,1,0,accepted,student,UK,UTC+0,Female,UG,CS,9,1,French,CV,Slot 4,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5,20,18,18,64.31,40.07,3545,18,95,30,0.9,0.9,177.25,4.75,1.5,82.0,66.0,,16.0,4.0,4.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000430,U00515,P002,2026-03-01,61.986385838474064,48.04974111177953,92.28345213069542,45,Research,Slot 5,1,0,accepted,student,Brazil,UTC-3,Non-binary,UG,CS,7,0,French,Climate,Slot 5,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,16,16,64.01,40.36,3721,16,120,23,0.8,0.8,186.05,6.0,1.15,68.0,53.0,,15.0,4.0,3.0,3.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000433,U00519,P005,2026-03-01,50.866767558777134,64.64513550266857,79.78482864136122,85,Research,Slot 3,1,0,accepted,student,Canada,UTC-5,Non-binary,PhD,Climate,8,1,Spanish,Neural Coding,Slot 3,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5,20,16,16,68.51,41.54,3518,16,91,31,0.8,0.8,175.9,4.55,1.55,94.0,64.0,,30.0,4.0,3.0,3.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000434,U00521,P007,2026-03-01,74.57487511745371,58.04106528623358,86.00363279985318,54,Research,Slot 1,1,0,accepted,student,India,UTC+5:30,Male,UG,Neuro,3,0,English,RL,Slot 1,Computational Tools for Climate Science,2026,2026-06-22,2026-07-24,208,15,global,4.5,3,8,5,virtual,5,20,14,14,67.38,41.91,3502,14,99,34,0.7,0.7,175.1,4.95,1.7,58.0,46.0,,12.0,5.0,5.0,3.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000436,U00523,P008,2026-03-01,67.38823283450365,62.80332303871728,72.36942943019302,83,Research,Slot 4,1,0,accepted,student,Canada,UTC-5,Male,Masters,Climate,1,1,French,CV,Slot 4,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,18,18,64.23,40.75,3217,18,101,24,0.9,0.9,160.85,5.05,1.2,84.0,64.0,,20.0,4.0,3.0,5.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000439,U00526,P001,2026-03-01,62.45404061205812,57.03313061457592,98.98448045512,89,Research,Slot 4,1,0,accepted,student,Canada,UTC-5,Non-binary,UG,CS,9,0,Hindi,Climate,Slot 4,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5,20,16,16,62.38,42.980000000000004,3801,16,113,25,0.8,0.8,190.05,5.65,1.25,82.0,62.0,,20.0,4.0,2.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000440,U00527,P005,2026-03-01,68.36975872693239,46.46021506678923,88.77676617867255,85,Research,Slot 4,1,0,accepted,student,Japan,UTC+9,Non-binary,UG,Climate,8,0,French,Neural Coding,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5,20,12,12,60.4,36.49,3133,12,78,25,0.6,0.6,156.65,3.9,1.25,85.0,55.0,,30.0,5.0,3.0,4.0,5.0,1,,,0,,,,0,1.0,0.3333333333333333
A000444,U00531,P002,2026-03-01,45.58354853489187,58.26702974381481,96.47755907400128,86,Research,Slot 5,1,0,accepted,student,USA,UTC-5,Female,PhD,Climate,9,1,French,NLP,Slot 5,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,16,16,62.56,39.53,3480,16,92,29,0.8,0.8,174.0,4.6,1.45,52.0,47.0,,5.0,5.0,5.0,3.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000445,U00532,P006,2026-03-01,59.03851591781211,54.55508695105434,81.46281227453815,78,Research,Slot 2,1,0,accepted,student,Japan,UTC+9,Male,PhD,Climate,4,1,English,RL,Slot 2,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,17,17,60.28,42.04,3160,17,84,31,0.85,0.85,158.0,4.2,1.55,72.0,61.0,,11.0,4.0,4.0,3.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000448,U00535,P008,2026-03-01,66.56740543830675,51.56759522365876,86.82800550538407,89,Research,Slot 5,1,0,accepted,student,Japan,UTC+9,Male,UG,Neuro,5,0,Hindi,CV,Slot 5,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,15,15,63.730000000000004,37.27,3551,15,108,20,0.75,0.75,177.55,5.4,1.0,60.0,43.0,,17.0,5.0,4.0,4.0,4.0,1,19.0,difficulty,1,,,,1,1.0,0.3333333333333333
A000449,U00536,P005,2026-03-01,53.59052400444669,69.69157212059147,78.35542757045957,61,Research,Slot 4,1,0,accepted,student,Canada,UTC-5,Male,Masters,Neuro,4,0,Spanish,Neural Coding,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5,20,16,16,66.67,41.77,3463,16,111,36,0.8,0.8,173.15,5.55,1.8,82.0,55.0,,27.0,3.0,2.0,3.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000455,U00544,P006,2026-03-01,67.45278330076346,50.45920492447767,82.22151682936867,63,Research,Slot 4,1,0,accepted,student,Canada,UTC-5,Non-binary,UG,CS,9,0,Spanish,NLP,Slot 4,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,17,17,69.19,40.64,3893,17,86,32,0.85,0.85,194.65,4.3,1.6,77.0,57.0,,20.0,3.0,2.0,5.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000456,U00545,P006,2026-03-01,45.24588598905977,60.22512793696016,97.5643886737903,79,Research,Slot 3,1,0,accepted,student,Japan,UTC+9,Male,Masters,Neuro,7,0,French,CV,Slot 3,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,13,13,65.54,41.36,3845,13,100,37,0.65,0.65,192.25,5.0,1.85,66.0,43.0,,23.0,5.0,4.0,5.0,5.0,1,,,0,,,,0,1.0,0.3333333333333333
A000457,U00546,P007,2026-03-01,69.73905119993228,70.54854619813167,85.88235753885948,67,Research,Slot 5,1,0,accepted,student,USA,UTC-5,Female,UG,Climate,7,1,English,CV,Slot 5,Computational Tools for Climate Science,2026,2026-06-22,2026-07-24,208,15,global,4.5,3,8,5,virtual,5,20,14,14,64.6,40.48,3202,14,126,38,0.7,0.7,160.1,6.3,1.9,75.0,65.0,,10.0,4.0,3.0,3.0,4.0,1,14.0,low_engagement,1,,,,1,1.0,0.3333333333333333
A000459,U00548,P001,2026-03-01,58.538623044672256,76.83123216716889,100.0,85,Research,Slot 2,1,0,accepted,student,India,UTC+5:30,Non-binary,UG,Climate,9,0,Spanish,Time Series,Slot 2,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5,20,12,12,69.12,40.91,3454,12,81,23,0.6,0.6,172.7,4.05,1.15,84.0,66.0,,18.0,3.0,3.0,5.0,3.0,1,6.0,time_constraint,1,,,,0,1.0,0.3333333333333333
A000461,U00551,P007,2026-03-01,53.23038329082495,48.67048651790305,95.86895612586808,83,Research,Slot 5,1,0,accepted,student,Canada,UTC-5,Non-binary,UG,CS,7,0,French,Climate,Slot 5,Computational Tools for Climate Science,2026,2026-06-22,2026-07-24,208,15,global,4.5,3,8,5,virtual,5,20,17,17,66.2,39.39,4055,17,125,29,0.85,0.85,202.75,6.25,1.45,59.0,43.0,,16.0,3.0,3.0,4.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000462,U00552,P006,2026-03-01,70.4384544217267,49.786546978275865,100.0,64,Research,Slot 3,1,0,accepted,student,Kenya,UTC+3,Female,PhD,CS,7,0,Hindi,Neural Coding,Slot 3,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,17,17,60.31,41.35,3074,17,103,40,0.85,0.85,153.7,5.15,2.0,71.0,49.0,,22.0,4.0,3.0,3.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000468,U00558,P006,2026-03-01,70.11351807921068,56.86602273869781,71.40917648234756,49,Research,Slot 3,1,0,accepted,student,Brazil,UTC-3,Female,UG,Climate,4,0,Spanish,Time Series,Slot 3,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,17,17,67.05,41.15,3824,17,86,33,0.85,0.85,191.2,4.3,1.65,81.0,55.0,,26.0,4.0,2.0,3.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000471,U00561,P004,2026-03-01,69.00707719041996,40.817966271490064,98.10577920330005,71,Research,Slot 2,1,0,accepted,student,Japan,UTC+9,Male,Masters,CS,8,0,English,RL,Slot 2,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,16,16,63.82,39.52,3292,16,84,29,0.8,0.8,164.6,4.2,1.45,49.0,44.0,,5.0,5.0,3.0,3.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000472,U00563,P008,2026-03-01,57.58569435275007,64.66782556898976,100.0,46,Research,Slot 3,1,0,accepted,student,Brazil,UTC-3,Male,Masters,Climate,9,0,Hindi,CV,Slot 3,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,11,11,71.05,36.62,3756,11,125,30,0.55,0.55,187.8,6.25,1.5,75.0,67.0,,8.0,3.0,4.0,5.0,3.0,1,12.0,low_engagement,1,,,,0,1.0,0.3333333333333333
A000475,U00566,P005,2026-03-01,61.605148683322525,59.170625123726055,75.90873591516755,89,Research,Slot 4,1,0,accepted,student,Japan,UTC+9,Male,UG,Climate,6,0,Hindi,RL,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5,20,18,18,66.17,42.63,3450,18,78,30,0.9,0.9,172.5,3.9,1.5,57.0,44.0,,13.0,5.0,4.0,3.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000487,U00579,P008,2026-03-01,65.09138793131875,55.01561092359224,84.20611360222092,44,Research,Slot 5,1,0,accepted,student,USA,UTC-5,Female,UG,CS,7,0,Hindi,CV,Slot 5,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,16,16,69.67,39.51,3695,16,125,38,0.8,0.8,184.75,6.25,1.9,67.0,61.0,,6.0,4.0,3.0,5.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000499,U00594,P006,2026-03-01,58.60731293332415,65.1253070230255,81.57201101296053,70,Research,Slot 4,1,0,accepted,student,USA,UTC-5,Female,PhD,AI,5,0,Hindi,NLP,Slot 4,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,13,13,61.96,42.25,3379,13,103,22,0.65,0.65,168.95,5.15,1.1,60.0,44.0,,16.0,4.0,3.0,5.0,3.0,1,11.0,low_engagement,1,,,,0,1.0,0.3333333333333333
A000504,U00600,P007,2026-03-01,67.98348051349107,51.75572061715488,76.81890042558894,48,Research,Slot 5,1,0,accepted,student,India,UTC+5:30,Non-binary,PhD,CS,3,0,English,Climate,Slot 5,Computational Tools for Climate Science,2026,2026-06-22,2026-07-24,208,15,global,4.5,3,8,5,virtual,5,20,12,12,63.97,37.019999999999996,3602,12,102,30,0.6,0.6,180.1,5.1,1.5,84.0,70.0,,14.0,5.0,2.0,4.0,5.0,1,,,0,,,,0,1.0,0.3333333333333333
A000507,U00603,P006,2026-03-01,85.40391097681433,50.6835044365313,70.90004761104471,71,Research,Slot 3,1,0,accepted,student,Japan,UTC+9,Male,UG,AI,3,0,English,NLP,Slot 3,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,16,16,62.67,43.08,3565,16,111,32,0.8,0.8,178.25,5.55,1.6,65.0,50.0,,15.0,4.0,3.0,3.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000508,U00604,P003,2026-03-01,68.42248234759784,56.04975845529676,82.00429296459093,42,Research,Slot 2,1,0,accepted,student,Kenya,UTC+3,Non-binary,PhD,Neuro,3,0,English,Neural Coding,Slot 2,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5,20,15,15,71.27,39.800000000000004,3685,15,102,29,0.75,0.75,184.25,5.1,1.45,66.0,40.0,,26.0,4.0,5.0,5.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000512,U00608,P008,2026-03-01,63.97397023459234,42.52544346041788,96.52326535828232,66,Research,Slot 4,1,0,accepted,student,Brazil,UTC-3,Female,UG,CS,8,0,Hindi,Climate,Slot 4,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,14,14,69.74,42.1,3846,14,83,31,0.7,0.7,192.3,4.15,1.55,56.0,41.0,,15.0,5.0,4.0,3.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000513,U00610,P004,2026-03-01,70.21048740268012,58.932933122477806,100.0,79,Research,Slot 4,1,0,accepted,student,UK,UTC+0,Non-binary,Masters,Climate,8,0,Spanish,NLP,Slot 4,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,15,15,63.05,38.01,3150,15,89,27,0.75,0.75,157.5,4.45,1.35,72.0,49.0,,23.0,3.0,2.0,4.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000518,U00617,P008,2026-03-01,75.94177956204013,51.03538153949175,89.77294243091478,72,Research,Slot 1,1,0,accepted,student,Germany,UTC+1,Female,UG,Neuro,6,0,French,CV,Slot 1,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,15,15,62.55,40.870000000000005,3361,15,130,27,0.75,0.75,168.05,6.5,1.35,62.0,41.0,,21.0,4.0,4.0,3.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000521,U00620,P007,2026-03-01,66.51883947936967,54.47252155492251,75.52402809483587,63,Research,Slot 1,1,0,accepted,student,India,UTC+5:30,Female,Masters,Climate,6,0,French,Climate,Slot 1,Computational Tools for Climate Science,2026,2026-06-22,2026-07-24,208,15,global,4.5,3,8,5,virtual,5,20,18,18,65.78999999999999,36.15,3701,18,84,35,0.9,0.9,185.05,4.2,1.75,91.0,63.0,,28.0,4.0,2.0,4.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000523,U00622,P002,2026-03-01,59.98285846330936,60.89536583076641,77.67479344554131,83,Research,Slot 1,1,0,accepted,student,Germany,UTC+1,Non-binary,UG,Neuro,4,0,Hindi,CV,Slot 1,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,16,16,67.77,39.96,3828,16,106,23,0.8,0.8,191.4,5.3,1.15,67.0,41.0,,26.0,4.0,5.0,3.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000524,U00623,P003,2026-03-01,60.04261667219088,49.08808253026289,88.65407771999973,66,Research,Slot 4,1,0,accepted,student,Brazil,UTC-3,Male,PhD,CS,3,0,Hindi,Neural Coding,Slot 4,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5,20,14,14,64.56,41.87,3389,14,89,25,0.7,0.7,169.45,4.45,1.25,81.0,58.0,,23.0,5.0,4.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000526,U00625,P007,2026-03-01,52.92788920770277,58.649083275824765,100.0,68,Research,Slot 3,1,0,accepted,student,India,UTC+5:30,Female,Masters,AI,9,0,English,CV,Slot 3,Computational Tools for Climate Science,2026,2026-06-22,2026-07-24,208,15,global,4.5,3,8,5,virtual,5,20,16,16,65.32,43.019999999999996,3798,16,112,31,0.8,0.8,189.9,5.6,1.55,91.0,69.0,,22.0,4.0,2.0,3.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000529,U00631,P003,2026-03-01,67.93990509501066,53.76259856057187,97.72796624531792,42,Research,Slot 3,1,0,accepted,student,Japan,UTC+9,Male,PhD,AI,9,1,English,Time Series,Slot 3,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5,20,15,15,64.59,38.4,3515,15,71,28,0.75,0.75,175.75,3.55,1.4,77.0,66.0,,11.0,5.0,2.0,4.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000530,U00632,P004,2026-03-01,62.31257747184084,49.14926825174868,87.07643499850356,79,Research,Slot 5,1,0,accepted,student,Canada,UTC-5,Male,Masters,Neuro,7,0,French,Neural Coding,Slot 5,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,13,13,64.84,43.48,3280,13,97,30,0.65,0.65,164.0,4.85,1.5,78.0,58.0,,20.0,4.0,3.0,5.0,4.0,1,,,0,,,,0,1.0,0.3333333333333333
A000533,U00635,P003,2026-03-01,63.090069327743485,47.317018229419446,86.57735207611681,87,Research,Slot 4,1,0,accepted,student,India,UTC+5:30,Non-binary,UG,AI,7,1,Spanish,Time Series,Slot 4,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5,20,19,19,62.24,40.49,3703,19,95,39,0.95,0.95,185.15,4.75,1.95,77.0,52.0,,25.0,5.0,3.0,5.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
