user_id,role,country,timezone,gender,education_level,field_of_study,years_experience,prior_neuromatch,preferred_language,interest_area,availability_slot
U00613,instructor,Kenya,UTC+3,Non-binary,Masters,AI,0,0,Spanish,Climate,Slot 5
U00614,student,UK,UTC+0,Non-binary,UG,Neuro,3,0,Hindi,Climate,Slot 5
U00615,student,Canada,UTC-5,Non-binary,PhD,Neuro,1,0,Hindi,Neural Coding,Slot 5
U00616,ta,USA,UTC-5,Male,Masters,AI,2,0,English,Time Series,Slot 1
U00617,student,Germany,UTC+1,Female,UG,Neuro,6,0,French,CV,Slot 1
U00618,student,Kenya,UTC+3,Male,PhD,CS,6,0,French,RL,Slot 1
U00619,student,Germany,UTC+1,Non-binary,PhD,Climate,5,0,Spanish,Climate,Slot 3
U00620,student,India,UTC+5:30,Female,Masters,Climate,6,0,French,Climate,Slot 1
U00621,student,India,UTC+5:30,Non-binary,Masters,AI,0,0,Hindi,CV,Slot 3
U00622,student,Germany,UTC+1,Non-binary,UG,Neuro,4,0,Hindi,CV,Slot 1
U00623,student,Brazil,UTC-3,Male,PhD,CS,3,0,Hindi,Neural Coding,Slot 4
U00624,student,Kenya,UTC+3,Non-binary,Masters,AI,4,1,Spanish,Climate,Slot 3
U00625,student,India,UTC+5:30,Female,Masters,AI,9,0,English,CV,Slot 3
U00626,ta,India,UTC+5:30,Non-binary,PhD,Neuro,1,0,Hindi,Climate,Slot 5
U00627,student,UK,UTC+0,Male,PhD,Neuro,3,1,Spanish,CV,Slot 5
U00628,student,USA,UTC-5,Non-binary,UG,Climate,9,1,Hindi,Neural Coding,Slot 3
U00629,instructor,Germany,UTC+1,Male,PhD,Neuro,0,0,French,NLP,Slot 3
U00630,ta,Germany,UTC+1,Non-binary,PhD,Climate,1,0,English,Neural Coding,Slot 3
U00631,student,Japan,UTC+9,Male,PhD,AI,9,1,English,Time Series,Slot 3
U00632,student,Canada,UTC-5,Male,Masters,Neuro,7,0,French,Neural Coding,Slot 5
U00633,student,UK,UTC+0,Non-binary,PhD,Climate,1,0,Hindi,Neural Coding,Slot 3
U00634,student,Germany,UTC+1,Female,PhD,CS,0,0,English,CV,Slot 5
U00635,student,India,UTC+5:30,Non-binary,UG,AI,7,1,Spanish,Time Series,Slot 4
U00636,student,USA,UTC-5,Male,PhD,Climate,0,0,English,Time Series,Slot 2
U00637,student,India,UTC+5:30,Female,PhD,Neuro,7,0,English,Neural Coding,Slot 1
U00638,student,India,UTC+5:30,Male,Masters,CS,2,0,Spanish,NLP,Slot 4
U00639,student,Canada,UTC-5,Female,PhD,Climate,4,0,Hindi,NLP,Slot 1
U00640,student,Canada,UTC-5,Non-binary,UG,CS,3,0,English,Time Series,Slot 5
U00641,student,India,UTC+5:30,Non-binary,UG,Neuro,6,0,English,NLP,Slot 3
U00642,student,USA,UTC-5,Female,Masters,Climate,9,0,Hindi,Time Series,Slot 1
U00643,student,Japan,UTC+9,Male,PhD,AI,7,0,Spanish,Time Series,Slot 4
U00644,student,Kenya,UTC+3,Non-binary,UG,Neuro,0,0,French,Neural Coding,Slot 5
U00645,student,Brazil,UTC-3,Male,UG,CS,8,1,Hindi,Climate,Slot 5
U00646,student,USA,UTC-5,Female,UG,Neuro,2,0,Spanish,RL,Slot 5
U00647,student,Brazil,UTC-3,Male,UG,AI,8,0,French,CV,Slot 1
U00648,student,Brazil,UTC-3,Non-binary,PhD,CS,1,0,Hindi,Time Series,Slot 5
U00649,student,USA,UTC-5,Female,PhD,CS,7,0,French,Neural Coding,Slot 2
U00650,student,Japan,UTC+9,Female,Masters,AI,1,0,Spanish,Neural Coding,Slot 3
U00651,student,USA,UTC-5,Male,Masters,Climate,7,0,Hindi,NLP,Slot 5
U00652,student,Kenya,UTC+3,Non-binary,PhD,AI,7,0,French,NLP,Slot 4
U00653,student,Brazil,UTC-3,Male,Masters,AI,8,0,Spanish,Time Series,Slot 4
U00654,student,Kenya,UTC+3,Female,UG,Neuro,3,0,Hindi,RL,Slot 4
U00655,student,UK,UTC+0,Female,Masters,CS,0,0,Spanish,Time Series,Slot 5
U00656,student,USA,UTC-5,Female,UG,AI,6,1,French,Time Series,Slot 1
U00657,student,USA,UTC-5,Male,PhD,CS,1,0,Hindi,Climate,Slot 2
U00658,student,India,UTC+5:30,Non-binary,Masters,Climate,7,0,Spanish,NLP,Slot 4
U00659,student,Germany,UTC+1,Non-binary,PhD,Neuro,6,0,Spanish,RL,Slot 5
U00660,student,USA,UTC-5,Female,Masters,CS,5,0,Spanish,Climate,Slot 2
U00661,student,Brazil,UTC-3,Female,UG,AI,1,0,Spanish,Time Series,Slot 4
U00662,student,UK,UTC+0,Male,UG,Climate,3,1,Spanish,Neural Coding,Slot 3
U00663,student,UK,UTC+0,Male,UG,AI,2,0,French,RL,Slot 4
U00664,student,Japan,UTC+9,Male,UG,Neuro,5,0,English,Time Series,Slot 5
U00665,student,Kenya,UTC+3,Non-binary,Masters,AI,7,0,Hindi,Time Series,Slot 4
U00666,student,UK,UTC+0,Non-binary,PhD,CS,6,0,French,RL,Slot 2
U00667,ta,Canada,UTC-5,Female,Masters,Climate,8,0,Hindi,Climate,Slot 1
U00668,student,Brazil,UTC-3,Female,UG,AI,9,0,English,Climate,Slot 3
U00669,student,Germany,UTC+1,Male,UG,AI,4,1,French,Climate,Slot 1
U00670,student,Germany,UTC+1,Female,Masters,CS,2,0,Hindi,Time Series,Slot 4
U00671,student,Japan,UTC+9,Male,PhD,AI,8,0,Hindi,Neural Coding,Slot 2
U00672,student,India,UTC+5:30,Male,PhD,AI,6,0,Spanish,Time Series,Slot 5
U00673,student,India,UTC+5:30,Non-binary,UG,CS,8,0,Spanish,NLP,Slot 2
U00674,student,Canada,UTC-5,Non-binary,PhD,CS,9,1,French,Neural Coding,Slot 2
U00675,student,Japan,UTC+9,Non-binary,Masters,Climate,8,1,Spanish,CV,Slot 4
U00676,student,Brazil,UTC-3,Non-binary,UG,Neuro,2,1,Spanish,Time Series,Slot 3
U00677,student,Japan,UTC+9,Non-binary,PhD,CS,2,1,Spanish,RL,Slot 4
U00678,student,Brazil,UTC-3,Male,UG,AI,3,0,Hindi,CV,Slot 5
U00679,ta,USA,UTC-5,Male,Masters,CS,2,0,English,Neural Coding,Slot 4
U00680,student,Brazil,UTC-3,Non-binary,PhD,CS,5,0,Hindi,Climate,Slot 4
U00681,student,UK,UTC+0,Male,PhD,Climate,5,0,Spanish,RL,Slot 4
U00682,student,UK,UTC+0,Non-binary,PhD,CS,3,0,Hindi,CV,Slot 3
U00683,ta,Japan,UTC+9,Male,UG,Neuro,2,0,Hindi,NLP,Slot 2
U00684,student,India,UTC+5:30,Non-binary,PhD,CS,6,0,English,Climate,Slot 1
U00685,student,Canada,UTC-5,Non-binary,UG,Neuro,7,0,Hindi,NLP,Slot 1
U00686,student,Brazil,UTC-3,Female,PhD,Neuro,2,0,French,Climate,Slot 4
U00687,student,UK,UTC+0,Non-binary,Masters,Climate,5,0,Spanish,RL,Slot 5
U00688,student,Japan,UTC+9,Male,Masters,Climate,9,0,French,NLP,Slot 5
U00689,student,UK,UTC+0,Non-binary,Masters,AI,2,0,English,Time Series,Slot 2
U00690,student,Japan,UTC+9,Non-binary,UG,CS,6,0,Spanish,Climate,Slot 4
U00691,student,UK,UTC+0,Non-binary,PhD,CS,3,0,Spanish,RL,Slot 1
U00692,student,USA,UTC-5,Male,Masters,Climate,8,1,English,Neural Coding,Slot 3
U00693,student,Germany,UTC+1,Female,UG,CS,0,0,Hindi,RL,Slot 5
U00694,student,Kenya,UTC+3,Non-binary,PhD,CS,5,1,Spanish,Time Series,Slot 4
U00695,student,Japan,UTC+9,Male,UG,Neuro,6,0,Spanish,Neural Coding,Slot 5
U00696,student,Germany,UTC+1,Non-binary,UG,CS,8,0,French,CV,Slot 1
U00697,instructor,Brazil,UTC-3,Male,Masters,Climate,2,0,French,Time Series,Slot 4
U00698,student,Canada,UTC-5,Non-binary,UG,CS,5,0,English,Neural Coding,Slot 5
U00699,student,Kenya,UTC+3,Non-binary,PhD,Neuro,2,1,French,NLP,Slot 2
U00700,student,Germany,UTC+1,Female,Masters,CS,9,1,French,CV,Slot 4
U00701,student,USA,UTC-5,Non-binary,UG,Neuro,4,0,French,Neural Coding,Slot 5
U00702,student,Kenya,UTC+3,Non-binary,PhD,Neuro,4,0,Hindi,RL,Slot 5
U00703,student,Japan,UTC+9,Male,Masters,Climate,6,1,Hindi,Climate,Slot 1
U00704,ta,Japan,UTC+9,Male,Masters,CS,7,0,Hindi,Time Series,Slot 2
U00705,student,Germany,UTC+1,Female,Masters,Neuro,5,0,English,Time Series,Slot 3
U00706,student,Germany,UTC+1,Female,UG,Climate,8,0,French,Neural Coding,Slot 5
U00707,student,Brazil,UTC-3,Female,Masters,Neuro,3,0,Spanish,Climate,Slot 3
U00708,student,Brazil,UTC-3,Non-binary,PhD,AI,9,0,Hindi,Time Series,Slot 2
U00709,student,Germany,UTC+1,Non-binary,UG,Neuro,2,0,Spanish,CV,Slot 2
U00710,student,Germany,UTC+1,Non-binary,Masters,AI,9,0,English,Neural Coding,Slot 1
U00711,student,Japan,UTC+9,Non-binary,UG,CS,9,1,Hindi,NLP,Slot 5
U00712,student,UK,UTC+0,Female,PhD,Neuro,8,0,Hindi,CV,Slot 5
U00713,student,Kenya,UTC+3,Female,UG,AI,3,0,English,Climate,Slot 4
U00714,student,Japan,UTC+9,Non-binary,UG,Neuro,4,0,Hindi,Time Series,Slot 2
U00715,student,Japan,UTC+9,Male,PhD,Climate,6,0,French,Time Series,Slot 1
U00716,student,India,UTC+5:30,Non-binary,UG,Climate,7,0,English,NLP,Slot 3
U00717,student,Kenya,UTC+3,Male,PhD,Neuro,6,0,Spanish,NLP,Slot 4
U00718,student,UK,UTC+0,Female,UG,Climate,7,0,Hindi,CV,Slot 4
U00719,student,UK,UTC+0,Female,Masters,Neuro,9,1,Hindi,CV,Slot 5
U00720,student,Brazil,UTC-3,Non-binary,PhD,AI,6,0,English,Time Series,Slot 3
U00721,student,Germany,UTC+1,Non-binary,Masters,Climate,2,0,Spanish,CV,Slot 2
U00722,ta,Japan,UTC+9,Male,UG,Climate,8,0,Hindi,CV,Slot 5
U00723,student,UK,UTC+0,Female,Masters,Neuro,4,0,English,RL,Slot 1
U00724,student,Brazil,UTC-3,Male,UG,Neuro,6,0,Hindi,Time Series,Slot 1
U00725,student,Japan,UTC+9,Non-binary,Masters,Neuro,7,0,French,NLP,Slot 5
U00726,ta,Kenya,UTC+3,Female,UG,Climate,9,0,English,NLP,Slot 5
U00727,student,Germany,UTC+1,Non-binary,PhD,AI,0,0,French,NLP,Slot 3
U00728,student,Japan,UTC+9,Non-binary,Masters,CS,5,1,Hindi,Climate,Slot 3
U00729,student,Japan,UTC+9,Non-binary,UG,AI,4,1,French,RL,Slot 5
U00730,student,Canada,UTC-5,Male,UG,AI,1,0,French,CV,Slot 3
U00731,ta,UK,UTC+0,Non-binary,Masters,Neuro,2,0,Hindi,NLP,Slot 4
U00732,student,UK,UTC+0,Non-binary,PhD,Climate,7,0,Hindi,CV,Slot 2
U00733,student,India,UTC+5:30,Male,PhD,AI,9,1,French,Time Series,Slot 1
U00734,student,Germany,UTC+1,Male,Masters,CS,0,0,English,Neural Coding,Slot 4
U00735,student,India,UTC+5:30,Male,Masters,CS,3,0,English,NLP,Slot 5
U00736,student,Brazil,UTC-3,Male,PhD,Climate,3,0,French,CV,Slot 2
U00737,student,Kenya,UTC+3,Female,PhD,AI,4,0,Spanish,Climate,Slot 2
U00738,student,India,UTC+5:30,Male,PhD,Neuro,8,0,French,RL,Slot 4
U00739,student,Kenya,UTC+3,Non-binary,Masters,AI,0,0,Spanish,Climate,Slot 5
U00740,student,Japan,UTC+9,Non-binary,PhD,Climate,2,1,French,NLP,Slot 4
U00741,student,Germany,UTC+1,Male,Masters,Neuro,3,0,French,RL,Slot 3
U00742,student,Brazil,UTC-3,Female,UG,CS,6,1,Spanish,NLP,Slot 3
U00743,student,Japan,UTC+9,Non-binary,UG,Climate,2,0,Hindi,NLP,Slot 1
U00744,student,Canada,UTC-5,Female,PhD,AI,9,0,English,Climate,Slot 3
U00745,student,Germany,UTC+1,Female,PhD,Climate,8,0,Hindi,CV,Slot 2
U00746,student,Canada,UTC-5,Female,UG,Neuro,6,0,English,RL,Slot 2
U00747,student,Kenya,UTC+3,Female,PhD,Neuro,7,0,Hindi,CV,Slot 1
U00748,student,Brazil,UTC-3,Male,Masters,CS,5,0,Hindi,Climate,Slot 4
U00749,student,Kenya,UTC+3,Non-binary,PhD,Climate,2,0,Spanish,NLP,Slot 1
U00750,ta,Brazil,UTC-3,Male,PhD,CS,7,0,Spanish,Neural Coding,Slot 3
U00751,student,Kenya,UTC+3,Male,PhD,Climate,6,0,English,CV,Slot 1
U00752,ta,Brazil,UTC-3,Male,Masters,AI,4,0,French,RL,Slot 3
U00753,student,Japan,UTC+9,Female,Masters,CS,5,1,French,Neural Coding,Slot 2
U00754,student,India,UTC+5:30,Female,Masters,CS,6,1,Hindi,CV,Slot 2
U00755,student,Kenya,UTC+3,Female,UG,CS,6,0,Spanish,RL,Slot 4
U00756,student,Germany,UTC+1,Non-binary,UG,AI,1,0,Hindi,Time Series,Slot 1
U00757,ta,Germany,UTC+1,Female,Masters,Neuro,6,0,French,CV,Slot 1
U00758,student,USA,UTC-5,Female,Masters,Neuro,2,0,Spanish,NLP,Slot 1
U00759,student,Germany,UTC+1,Male,UG,Climate,1,0,French,Neural Coding,Slot 2
U00760,student,Kenya,UTC+3,Non-binary,UG,Climate,2,0,Spanish,Neural Coding,Slot 1
U00761,ta,Japan,UTC+9,Non-binary,PhD,AI,3,1,French,Neural Coding,Slot 2
U00762,student,Brazil,UTC-3,Female,UG,Neuro,8,0,English,Neural Coding,Slot 3
U00763,student,Brazil,UTC-3,Non-binary,PhD,CS,8,0,Spanish,RL,Slot 2
U00764,student,UK,UTC+0,Non-binary,PhD,Neuro,2,1,Hindi,Time Series,Slot 2
U00765,student,India,UTC+5:30,Non-binary,Masters,Neuro,4,0,Spanish,NLP,Slot 1
U00766,student,Japan,UTC+9,Non-binary,Masters,Neuro,0,0,Hindi,CV,Slot 5
U00767,student,Brazil,UTC-3,Non-binary,Masters,Neuro,8,0,Hindi,NLP,Slot 5
U00768,student,Brazil,UTC-3,Male,PhD,AI,8,0,Hindi,NLP,Slot 3
U00769,student,UK,UTC+0,Female,UG,Climate,0,1,Spanish,Neural Coding,Slot 5
U00770,student,UK,UTC+0,Non-binary,UG,Neuro,2,0,English,Time Series,Slot 5
U00771,student,Canada,UTC-5,Male,PhD,Climate,1,0,Spanish,Climate,Slot 3
U00772,student,UK,UTC+0,Female,PhD,Neuro,6,0,English,Neural Coding,Slot 5
U00773,student,USA,UTC-5,Male,UG,AI,0,1,English,CV,Slot 1
U00774,student,Japan,UTC+9,Male,UG,CS,2,0,Hindi,Time Series,Slot 4
U00775,student,Kenya,UTC+3,Male,Masters,AI,5,0,English,Neural Coding,Slot 2
U00776,student,Japan,UTC+9,Male,Masters,CS,8,0,French,Climate,Slot 4
U00777,student,UK,UTC+0,Non-binary,UG,Neuro,3,1,English,Time Series,Slot 1
U00778,student,Kenya,UTC+3,Male,UG,CS,2,0,English,Time Series,Slot 2
U00779,ta,Canada,UTC-5,Male,UG,AI,2,1,Spanish,Climate,Slot 5
U00780,student,Canada,UTC-5,Non-binary,UG,Neuro,6,0,Hindi,Time Series,Slot 4
U00781,student,USA,UTC-5,Male,UG,Climate,5,0,French,Time Series,Slot 2
U00782,student,Japan,UTC+9,Female,Masters,Neuro,2,0,French,RL,Slot 4
U00783,student,UK,UTC+0,Non-binary,UG,AI,3,0,Hindi,Climate,Slot 3
U00784,student,UK,UTC+0,Female,Masters,Climate,9,1,English,Time Series,Slot 1
U00785,student,Kenya,UTC+3,Non-binary,UG,AI,8,0,French,Neural Coding,Slot 3
U00786,ta,Germany,UTC+1,Male,Masters,CS,9,0,French,Climate,Slot 5
U00787,student,Brazil,UTC-3,Male,UG,Climate,6,0,French,CV,Slot 2
U00788,student,Kenya,UTC+3,Female,PhD,AI,6,0,Spanish,NLP,Slot 3
U00789,student,USA,UTC-5,Non-binary,Masters,AI,3,0,English,Time Series,Slot 3
U00790,student,Japan,UTC+9,Male,Masters,CS,3,0,French,Neural Coding,Slot 5
U00791,student,Canada,UTC-5,Male,UG,Neuro,0,0,French,RL,Slot 4
U00792,student,USA,UTC-5,Male,PhD,CS,4,0,Hindi,Neural Coding,Slot 3
U00793,student,India,UTC+5:30,Female,PhD,AI,8,0,French,Climate,Slot 2
U00794,ta,Brazil,UTC-3,Male,PhD,Climate,7,1,Hindi,Climate,Slot 5
U00795,student,USA,UTC-5,Male,Masters,Neuro,5,1,Hindi,CV,Slot 2
U00796,student,UK,UTC+0,Male,Masters,CS,6,0,Hindi,NLP,Slot 1
U00797,student,Canada,UTC-5,Non-binary,Masters,AI,2,0,Spanish,RL,Slot 5
U00798,student,Germany,UTC+1,Female,Masters,AI,4,0,Spanish,CV,Slot 1
U00799,student,Kenya,UTC+3,Female,Masters,CS,3,0,English,Time Series,Slot 4
U00800,student,Canada,UTC-5,Female,Masters,AI,4,0,French,NLP,Slot 5
U00801,ta,India,UTC+5:30,Female,UG,Neuro,3,1,Hindi,Climate,Slot 2
U00802,student,Japan,UTC+9,Male,UG,AI,0,0,French,CV,Slot 1
U00803,student,USA,UTC-5,Non-binary,UG,AI,7,0,Spanish,NLP,Slot 1
U00804,student,UK,UTC+0,Non-binary,UG,Neuro,8,0,Hindi,RL,Slot 1
U00805,student,UK,UTC+0,Male,PhD,AI,5,0,Spanish,Climate,Slot 5
U00806,student,Kenya,UTC+3,Non-binary,Masters,AI,3,0,English,RL,Slot 5
U00807,student,India,UTC+5:30,Female,UG,CS,6,0,French,CV,Slot 5
U00808,student,Kenya,UTC+3,Male,Masters,CS,5,0,English,RL,Slot 3
U00809,instructor,UK,UTC+0,Male,UG,Neuro,1,0,Hindi,CV,Slot 4
U00810,student,USA,UTC-5,Female,Masters,CS,8,0,Spanish,CV,Slot 5
U00811,student,Japan,UTC+9,Non-binary,PhD,CS,5,1,English,CV,Slot 5
U00812,student,Kenya,UTC+3,Female,Masters,Climate,5,0,Spanish,Neural Coding,Slot 3
U00813,student,UK,UTC+0,Female,PhD,Neuro,9,1,Spanish,Climate,Slot 3
U00814,student,India,UTC+5:30,Non-binary,Masters,Climate,0,0,English,Climate,Slot 3
U00815,student,Germany,UTC+1,Male,Masters,Climate,3,0,Spanish,Neural Coding,Slot 4
U00816,student,Germany,UTC+1,Female,UG,AI,5,1,Hindi,NLP,Slot 5
U00817,student,UK,UTC+0,Female,PhD,AI,7,0,Spanish,Time Series,Slot 2
U00818,student,Germany,UTC+1,Male,Masters,AI,9,0,Hindi,CV,Slot 5
U00819,student,Brazil,UTC-3,Female,UG,CS,9,0,Spanish,NLP,Slot 2
U00820,ta,India,UTC+5:30,Female,Masters,Climate,8,1,French,RL,Slot 3
U00821,student,Brazil,UTC-3,Male,UG,AI,0,0,Spanish,Neural Coding,Slot 5
U00822,student,Kenya,UTC+3,Non-binary,PhD,AI,6,0,Spanish,CV,Slot 1
U00823,student,UK,UTC+0,Male,PhD,Climate,2,0,Spanish,Climate,Slot 5
U00824,ta,Japan,UTC+9,Non-binary,PhD,Neuro,0,0,Spanish,RL,Slot 4
U00825,student,Japan,UTC+9,Male,UG,AI,7,1,Spanish,Neural Coding,Slot 4
U00826,student,India,UTC+5:30,Female,Masters,AI,0,1,Spanish,CV,Slot 1
U00827,instructor,Brazil,UTC-3,Female,PhD,Climate,9,0,French,RL,Slot 2
U00828,ta,Canada,UTC-5,Female,UG,Climate,6,0,French,RL,Slot 5
U00829,student,India,UTC+5:30,Non-binary,UG,Climate,0,0,Hindi,Neural Coding,Slot 2
U00830,student,Canada,UTC-5,Non-binary,UG,Climate,1,0,English,CV,Slot 3
U00831,student,Japan,UTC+9,Female,Masters,Neuro,3,0,Hindi,CV,Slot 4
U00832,student,Kenya,UTC+3,Non-binary,UG,AI,7,0,Hindi,Time Series,Slot 4
U00833,student,USA,UTC-5,Non-binary,PhD,CS,9,0,Spanish,Climate,Slot 5
U00834,student,Brazil,UTC-3,Female,Masters,Neuro,1,0,Hindi,Neural Coding,Slot 2
U00835,student,Japan,UTC+9,Non-binary,PhD,AI,1,1,Hindi,Neural Coding,Slot 3
U00836,student,UK,UTC+0,Non-binary,PhD,AI,1,0,English,Neural Coding,Slot 1
U00837,student,Japan,UTC+9,Non-binary,Masters,CS,6,1,Hindi,Time Series,Slot 5
U00838,student,Brazil,UTC-3,Female,PhD,Climate,4,1,English,CV,Slot 3
U00839,student,Brazil,UTC-3,Male,UG,AI,7,1,English,RL,Slot 3
U00840,student,Kenya,UTC+3,Non-binary,Masters,Neuro,2,0,Spanish,Neural Coding,Slot 2
U00841,student,Germany,UTC+1,Male,PhD,Neuro,9,1,English,RL,Slot 4
U00842,student,Japan,UTC+9,Non-binary,UG,Climate,8,0,Spanish,CV,Slot 5
U00843,student,Japan,UTC+9,Female,Masters,Climate,4,0,English,Climate,Slot 5
U00844,student,India,UTC+5:30,Male,PhD,Neuro,2,0,Spanish,Neural Coding,Slot 2
U00845,student,Brazil,UTC-3,Male,PhD,Neuro,5,0,English,CV,Slot 1
U00846,student,Kenya,UTC+3,Female,UG,CS,1,0,English,RL,Slot 2
U00847,student,Brazil,UTC-3,Non-binary,Masters,AI,8,0,Hindi,Time Series,Slot 5
U00848,student,UK,UTC+0,Male,UG,Neuro,9,0,French,NLP,Slot 4
U00849,student,USA,UTC-5,Female,PhD,CS,0,0,French,RL,Slot 2
U00850,student,USA,UTC-5,Non-binary,Masters,Neuro,4,0,Hindi,Climate,Slot 2
U00851,student,Germany,UTC+1,Non-binary,UG,CS,0,0,English,RL,Slot 5
U00852,student,Kenya,UTC+3,Female,PhD,Neuro,9,0,French,Climate,Slot 5
U00853,student,UK,UTC+0,Male,PhD,Climate,0,0,Hindi,RL,Slot 2
U00854,student,Germany,UTC+1,Non-binary,Masters,AI,7,0,English,Neural Coding,Slot 1
U00855,student,Japan,UTC+9,Non-binary,UG,AI,5,0,Hindi,RL,Slot 1
U00856,student,UK,UTC+0,Female,PhD,AI,1,0,English,Time Series,Slot 2
U00857,student,Kenya,UTC+3,Female,UG,Neuro,2,1,French,Climate,Slot 5
U00858,student,UK,UTC+0,Male,UG,Neuro,5,1,French,RL,Slot 5
U00859,student,India,UTC+5:30,Male,UG,Neuro,2,0,French,Time Series,Slot 4
U00860,student,Japan,UTC+9,Male,PhD,AI,4,0,Hindi,CV,Slot 4
U00861,ta,UK,UTC+0,Female,Masters,CS,4,1,French,Climate,Slot 3
U00862,student,India,UTC+5:30,Male,PhD,Neuro,6,0,French,Neural Coding,Slot 2
U00863,instructor,Kenya,UTC+3,Male,Masters,Climate,8,1,Spanish,Climate,Slot 5
U00864,student,Canada,UTC-5,Male,PhD,CS,3,0,French,Time Series,Slot 3
U00865,instructor,India,UTC+5:30,Female,Masters,CS,5,0,Hindi,CV,Slot 3
U00866,student,Japan,UTC+9,Female,UG,Neuro,0,0,Spanish,Neural Coding,Slot 3
U00867,student,India,UTC+5:30,Male,UG,Climate,4,1,English,RL,Slot 5
U00868,student,Brazil,UTC-3,Male,Masters,Climate,9,1,French,NLP,Slot 2
U00869,student,USA,UTC-5,Non-binary,PhD,AI,9,0,Spanish,Time Series,Slot 1
U00870,student,Japan,UTC+9,Female,PhD,CS,4,1,English,NLP,Slot 1
U00871,student,USA,UTC-5,Female,Masters,CS,2,0,English,Climate,Slot 3
U00872,student,India,UTC+5:30,Non-binary,Masters,AI,2,0,French,CV,Slot 2
U00873,student,Kenya,UTC+3,Female,PhD,Neuro,3,0,Hindi,Time Series,Slot 1
U00874,instructor,Kenya,UTC+3,Male,UG,Neuro,1,0,English,Neural Coding,Slot 5
U00875,student,USA,UTC-5,Male,PhD,Neuro,9,0,French,NLP,Slot 2
U00876,student,Kenya,UTC+3,Non-binary,UG,AI,7,0,English,NLP,Slot 5
U00877,student,UK,UTC+0,Non-binary,Masters,CS,3,1,Spanish,Neural Coding,Slot 4
U00878,student,India,UTC+5:30,Male,Masters,CS,4,0,English,RL,Slot 4
U00879,student,Brazil,UTC-3,Non-binary,PhD,Climate,5,0,French,NLP,Slot 3
U00880,student,Germany,UTC+1,Non-binary,PhD,CS,4,0,Hindi,Climate,Slot 2
U00881,student,USA,UTC-5,Non-binary,Masters,CS,9,1,Hindi,NLP,Slot 4
U00882,student,Japan,UTC+9,Male,UG,AI,2,0,French,NLP,Slot 4
U00883,student,Brazil,UTC-3,Non-binary,PhD,Neuro,3,1,French,RL,Slot 4
U00884,student,India,UTC+5:30,Male,Masters,CS,9,0,French,RL,Slot 4
U00885,student,Brazil,UTC-3,Female,Masters,AI,7,0,English,RL,Slot 1
U00886,student,UK,UTC+0,Non-binary,PhD,CS,8,0,French,Climate,Slot 4
U00887,student,Canada,UTC-5,Non-binary,Masters,AI,4,1,Spanish,Climate,Slot 2
U00888,student,Japan,UTC+9,Female,UG,Neuro,2,0,Spanish,Time Series,Slot 5
U00889,student,Canada,UTC-5,Female,PhD,Neuro,6,1,Spanish,CV,Slot 1
U00890,student,Japan,UTC+9,Male,PhD,Climate,8,0,French,Climate,Slot 1
U00891,student,Japan,UTC+9,Male,Masters,Climate,0,1,English,Climate,Slot 1
U00892,ta,Canada,UTC-5,Female,Masters,CS,2,0,English,CV,Slot 2
U00893,student,India,UTC+5:30,Male,PhD,AI,4,0,Hindi,Climate,Slot 3
U00894,student,Canada,UTC-5,Non-binary,PhD,Climate,6,0,Spanish,CV,Slot 3
U00895,student,Kenya,UTC+3,Non-binary,PhD,Neuro,5,0,Hindi,Time Series,Slot 3
U00896,student,USA,UTC-5,Non-binary,UG,Climate,9,0,Spanish,NLP,Slot 1
U00897,student,UK,UTC+0,Non-binary,UG,CS,1,0,French,Neural Coding,Slot 3
U00898,student,India,UTC+5:30,Male,Masters,Climate,8,0,French,Time Series,Slot 4
U00899,instructor,Canada,UTC-5,Female,Masters,AI,1,0,Spanish,RL,Slot 2
U00900,student,Germany,UTC+1,Non-binary,Masters,Neuro,6,0,Hindi,CV,Slot 3
U00901,student,Brazil,UTC-3,Male,UG,CS,3,1,English,CV,Slot 4
U00902,student,Canada,UTC-5,Male,UG,AI,4,0,Hindi,RL,Slot 5
U00903,ta,Canada,UTC-5,Non-binary,UG,Climate,8,0,Hindi,Climate,Slot 4
U00904,student,Canada,UTC-5,Female,UG,AI,1,0,Hindi,Climate,Slot 1
U00905,student,Japan,UTC+9,Non-binary,UG,Neuro,1,0,Hindi,Climate,Slot 5
U00906,student,UK,UTC+0,Male,UG,Climate,5,0,French,Neural Coding,Slot 5
U00907,student,Japan,UTC+9,Non-binary,UG,AI,1,0,French,RL,Slot 5
U00908,student,USA,UTC-5,Non-binary,PhD,CS,5,0,Spanish,RL,Slot 1
U00909,student,Kenya,UTC+3,Non-binary,UG,Neuro,6,1,English,RL,Slot 4
U00910,student,Japan,UTC+9,Non-binary,PhD,Neuro,5,0,Hindi,NLP,Slot 3
U00911,student,Kenya,UTC+3,Male,UG,Neuro,7,0,French,Neural Coding,Slot 4
U00912,student,Brazil,UTC-3,Non-binary,UG,Neuro,6,0,English,NLP,Slot 4
U00913,student,USA,UTC-5,Male,PhD,CS,7,0,French,NLP,Slot 2
U00914,ta,Kenya,UTC+3,Female,Masters,CS,6,0,English,Climate,Slot 2
U00915,student,Brazil,UTC-3,Non-binary,Masters,Neuro,8,0,Spanish,NLP,Slot 2
U00916,student,Japan,UTC+9,Male,PhD,CS,2,0,French,Neural Coding,Slot 2
U00917,student,Brazil,UTC-3,Female,Masters,Climate,5,0,Spanish,Time Series,Slot 4
