application_id,user_id,program_id,application_date,motivation_score,cv_score,technical_score,diversity_score,preferred_program_track,preferred_timeslot,selected,waitlisted,final_status
A000458,U00547,P005,2026-03-01,56.14535942778834,52.340913614577644,85.82545054503177,42,Research,Slot 4,0,1,rejected
A000459,U00548,P001,2026-03-01,58.538623044672256,76.83123216716889,100.0,85,Research,Slot 2,1,0,accepted
A000460,U00549,P005,2026-03-01,69.60377148738156,49.588528352688776,68.14409136470942,89,Research,Slot 4,0,1,rejected
A000461,U00551,P007,2026-03-01,53.23038329082495,48.67048651790305,95.86895612586808,83,Research,Slot 5,1,0,accepted
A000462,U00552,P006,2026-03-01,70.4384544217267,49.786546978275865,100.0,64,Research,Slot 3,1,0,accepted
A000463,U00553,P002,2026-03-01,48.812338371861536,67.67024494395862,77.91654206093526,55,Research,Slot 3,0,1,rejected
A000464,U00554,P002,2026-03-01,66.58954134781037,45.53667921232815,54.35755288066776,53,Research,Slot 4,0,1,rejected
A000465,U00555,P007,2026-03-01,70.06606541032627,44.30301037074268,38.05744104004923,79,Research,Slot 3,0,1,rejected
A000466,U00556,P001,2026-03-01,60.841046897828164,43.99454134540167,76.42172066558733,78,Research,Slot 2,0,1,rejected
A000467,U00557,P003,2026-03-01,50.11605561533127,52.65932586318262,63.43867813147937,44,Research,Slot 5,0,1,rejected
A000468,U00558,P006,2026-03-01,70.11351807921068,56.86602273869781,71.40917648234756,49,Research,Slot 3,1,0,accepted
A000469,U00559,P005,2026-03-01,56.136955015220934,73.91919932119518,52.2553835607569,76,Research,Slot 2,0,1,rejected
A000470,U00560,P001,2026-03-01,58.064645134034635,48.761358918231835,87.32619193557692,80,Research,Slot 3,0,1,rejected
A000471,U00561,P004,2026-03-01,69.00707719041996,40.817966271490064,98.10577920330005,71,Research,Slot 2,1,0,accepted
A000472,U00563,P008,2026-03-01,57.58569435275007,64.66782556898976,100.0,46,Research,Slot 3,1,0,accepted
A000473,U00564,P008,2026-03-01,60.693678330300926,36.21540893787777,55.34401001293885,40,Research,Slot 1,0,1,rejected
A000474,U00565,P005,2026-03-01,53.836345708176594,52.85555889540397,67.30344180551765,49,Research,Slot 2,0,1,rejected
A000475,U00566,P005,2026-03-01,61.605148683322525,59.170625123726055,75.90873591516755,89,Research,Slot 4,1,0,accepted
A000476,U00567,P001,2026-03-01,69.57304822593531,48.939093646585796,74.62104378754938,59,Research,Slot 3,0,1,rejected
A000477,U00568,P005,2026-03-01,45.872742410994434,44.83153116826171,80.0843806098107,75,Research,Slot 1,0,1,rejected
A000478,U00569,P005,2026-03-01,55.56736535182097,47.11424882845899,86.19032946588533,90,Research,Slot 1,0,1,rejected
A000479,U00570,P001,2026-03-01,59.54877109675948,40.7411009610885,56.39028686953126,45,Research,Slot 1,0,1,rejected
A000480,U00571,P005,2026-03-01,58.563404701028816,48.34919434996954,68.86333310918565,71,Research,Slot 2,0,1,rejected
A000481,U00572,P002,2026-03-01,52.79029891530104,77.79963624223555,48.305193707969835,46,Research,Slot 1,0,1,rejected
A000482,U00573,P005,2026-03-01,54.88197533994827,55.63917403104817,49.6200864501077,69,Research,Slot 1,0,1,rejected
A000483,U00574,P004,2026-03-01,65.06420774997031,56.24287956648842,64.07999156182457,60,Research,Slot 3,0,1,rejected
A000484,U00576,P006,2026-03-01,56.32297673782213,45.39849038323592,80.74822235499295,50,Research,Slot 2,0,1,rejected
A000485,U00577,P002,2026-03-01,65.53382446301697,43.506722743041365,85.73094043256198,58,Research,Slot 1,0,1,rejected
A000486,U00578,P007,2026-03-01,80.57811177097761,35.61588833205441,76.73305469922222,50,Research,Slot 5,0,1,rejected
A000487,U00579,P008,2026-03-01,65.09138793131875,55.01561092359224,84.20611360222092,44,Research,Slot 5,1,0,accepted
A000488,U00581,P005,2026-03-01,44.09858169319702,43.353489024979375,58.02012393922022,57,Research,Slot 4,0,1,rejected
A000489,U00582,P005,2026-03-01,58.86110807232978,46.95070480920435,49.60875366446647,76,Research,Slot 5,0,1,rejected
A000490,U00583,P007,2026-03-01,63.59649157882116,50.8292055930958,69.96930600444908,63,Research,Slot 2,0,1,rejected
A000491,U00584,P002,2026-03-01,76.48164824570691,47.75171336663605,41.72673198350901,62,Research,Slot 2,0,1,rejected
A000492,U00585,P004,2026-03-01,64.91445510894403,47.70918969078291,74.98670116760871,45,Research,Slot 1,0,1,rejected
A000493,U00586,P004,2026-03-01,59.331835281939945,53.160927695682936,50.87178556870703,44,Research,Slot 3,0,1,rejected
A000494,U00587,P001,2026-03-01,57.838956288166806,39.83475637817398,83.9642888085863,51,Research,Slot 2,0,1,rejected
A000495,U00589,P004,2026-03-01,55.003866763785226,49.36373162552638,85.17337294683641,85,Research,Slot 1,0,1,rejected
A000496,U00591,P003,2026-03-01,56.46363579150709,47.08136150860239,89.14642667495347,89,Research,Slot 4,0,1,rejected
A000497,U00592,P002,2026-03-01,61.15001527852457,37.61076346437244,35.57517074407053,69,Research,Slot 3,0,1,rejected
A000498,U00593,P003,2026-03-01,54.8022521036997,37.549655407486426,47.94008656474937,56,Research,Slot 5,0,1,rejected
A000499,U00594,P006,2026-03-01,58.607312933324145,65.1253070230255,81.57201101296053,70,Research,Slot 4,1,0,accepted
A000500,U00595,P005,2026-03-01,52.113034907907334,63.73405942350254,78.6843739345367,56,Research,Slot 2,0,1,rejected
A000501,U00596,P007,2026-03-01,62.94719252902301,56.93217601658704,52.55971647828866,88,Research,Slot 2,0,1,rejected
A000502,U00598,P001,2026-03-01,74.07238136767764,47.71906768002966,69.72322728329152,68,Research,Slot 4,0,1,rejected
A000503,U00599,P007,2026-03-01,63.81425617534342,59.97265567658873,39.73919155804376,81,Research,Slot 4,0,1,rejected
A000504,U00600,P007,2026-03-01,67.98348051349107,51.75572061715488,76.81890042558894,48,Research,Slot 5,1,0,accepted
A000505,U00601,P001,2026-03-01,52.385698329012044,47.71396904351034,83.49185992757933,47,Research,Slot 3,0,1,rejected
A000506,U00602,P001,2026-03-01,68.94394180301317,33.33310865225451,68.0268465883876,76,Research,Slot 3,0,1,rejected
A000507,U00603,P006,2026-03-01,85.40391097681433,50.6835044365313,70.90004761104471,71,Research,Slot 3,1,0,accepted
A000508,U00604,P003,2026-03-01,68.42248234759784,56.04975845529676,82.00429296459093,42,Research,Slot 2,1,0,accepted
A000509,U00605,P006,2026-03-01,51.975699601351636,55.789286485712346,75.19599616577628,63,Research,Slot 5,0,1,rejected
A000510,U00606,P004,2026-03-01,53.1432508240987,58.20298374508965,59.60042323860466,58,Research,Slot 2,0,1,rejected
A000511,U00607,P007,2026-03-01,72.59856190903125,48.2004329819672,64.99685836138156,65,Research,Slot 4,0,1,rejected
A000512,U00608,P008,2026-03-01,63.97397023459234,42.525443460417875,96.52326535828232,66,Research,Slot 4,1,0,accepted
A000513,U00610,P004,2026-03-01,70.21048740268012,58.932933122477806,100.0,79,Research,Slot 4,1,0,accepted
A000514,U00611,P004,2026-03-01,40.06730949380815,63.006560862107534,61.29743862671441,83,Research,Slot 5,0,1,rejected
A000515,U00612,P007,2026-03-01,72.88863425206303,48.669968360699364,52.18388987544174,48,Research,Slot 2,0,1,rejected
A000516,U00614,P007,2026-03-01,70.42541592092509,54.63162097878821,51.79107717493839,68,Research,Slot 5,0,1,rejected
A000517,U00615,P008,2026-03-01,70.14756624003203,49.26415810119587,50.374145279334996,63,Research,Slot 5,0,1,rejected
A000518,U00617,P008,2026-03-01,75.94177956204013,51.03538153949175,89.77294243091478,72,Research,Slot 1,1,0,accepted
A000519,U00618,P005,2026-03-01,52.72115260476913,59.01982885321682,79.60135526000116,79,Research,Slot 1,0,1,rejected
A000520,U00619,P004,2026-03-01,47.551102805073874,50.008490524646255,90.84766234059857,60,Research,Slot 3,0,1,rejected
A000521,U00620,P007,2026-03-01,66.51883947936967,54.47252155492251,75.52402809483587,63,Research,Slot 1,1,0,accepted
A000522,U00621,P007,2026-03-01,52.78543117424134,55.47663282007484,49.920187956482955,45,Research,Slot 3,0,1,rejected
A000523,U00622,P002,2026-03-01,59.98285846330936,60.89536583076641,77.67479344554131,83,Research,Slot 1,1,0,accepted
A000524,U00623,P003,2026-03-01,60.04261667219088,49.08808253026289,88.65407771999973,66,Research,Slot 4,1,0,accepted
A000525,U00624,P001,2026-03-01,54.99785484249123,43.12626466779704,60.81042165300463,72,Research,Slot 3,0,1,rejected
A000526,U00625,P007,2026-03-01,52.92788920770277,58.649083275824765,100.0,68,Research,Slot 3,1,0,accepted
A000527,U00627,P004,2026-03-01,61.350531658122264,46.85585216633225,58.286757697315174,56,Research,Slot 5,0,1,rejected
A000528,U00628,P001,2026-03-01,43.31235043938992,52.98553281057647,79.04432753777772,83,Research,Slot 3,0,1,rejected
A000529,U00631,P003,2026-03-01,67.93990509501066,53.76259856057187,97.72796624531793,42,Research,Slot 3,1,0,accepted
A000530,U00632,P004,2026-03-01,62.31257747184084,49.14926825174868,87.07643499850356,79,Research,Slot 5,1,0,accepted
A000531,U00633,P005,2026-03-01,32.92456144618823,42.80010466778061,63.642483846986366,81,Research,Slot 3,0,1,rejected
A000532,U00634,P007,2026-03-01,75.04721293388451,51.20466352341499,40.759371926589345,43,Research,Slot 5,0,1,rejected
A000533,U00635,P003,2026-03-01,63.090069327743485,47.317018229419446,86.57735207611681,87,Research,Slot 4,1,0,accepted
A000534,U00636,P003,2026-03-01,55.94907084263059,57.00693652809949,51.745430599531026,90,Research,Slot 2,0,1,rejected
A000535,U00637,P008,2026-03-01,70.70848747568245,56.89180475646886,86.57031356926481,55,Research,Slot 1,1,0,accepted
A000536,U00638,P004,2026-03-01,67.74580497731742,51.791140113684676,61.754841955303036,84,Research,Slot 4,0,1,rejected
A000537,U00639,P007,2026-03-01,48.9532437086235,32.76552007225678,67.29608824555758,75,Research,Slot 1,0,1,rejected
A000538,U00640,P006,2026-03-01,57.50630374827519,38.36957349715398,63.78969238321788,40,Research,Slot 5,0,1,rejected
A000539,U00641,P007,2026-03-01,60.90122355495726,47.80822741339032,83.46430060926838,49,Research,Slot 3,0,1,rejected
A000540,U00642,P006,2026-03-01,70.48399887813541,49.189328945645826,86.92727825115219,46,Research,Slot 1,1,0,accepted
A000541,U00643,P001,2026-03-01,60.63540050502337,36.182297575164455,99.12380671092701,58,Research,Slot 4,1,0,accepted
A000542,U00644,P008,2026-03-01,42.82810866639622,34.206343006369984,34.39501842125643,64,Research,Slot 5,0,1,rejected
A000543,U00645,P006,2026-03-01,78.0040111690382,43.31295935237713,81.15858705640284,50,Research,Slot 5,1,0,accepted
A000544,U00646,P007,2026-03-01,52.865256818929616,34.93387170856606,69.42260273543724,76,Research,Slot 5,0,1,rejected
A000545,U00647,P001,2026-03-01,55.04703929118931,45.12642634016034,92.04516002811226,65,Research,Slot 1,0,1,rejected
A000546,U00648,P005,2026-03-01,56.40851507693707,53.02154316818864,44.74536325488846,44,Research,Slot 5,0,1,rejected
A000547,U00649,P008,2026-03-01,58.04527356414026,52.972272215850865,93.19739717258095,54,Research,Slot 2,1,0,accepted
A000548,U00650,P004,2026-03-01,59.99393649127708,48.96123103028196,71.67256841749534,64,Research,Slot 3,0,1,rejected
A000549,U00651,P003,2026-03-01,62.11580792076755,37.8429277118568,78.1898234514734,69,Research,Slot 5,0,1,rejected
A000550,U00652,P004,2026-03-01,57.8334830458524,58.27215122724668,84.57871723824682,82,Research,Slot 4,1,0,accepted
A000551,U00653,P007,2026-03-01,46.63997107565072,34.758530929539845,90.10636268348681,45,Research,Slot 4,0,1,rejected
A000552,U00654,P008,2026-03-01,63.99071688579693,50.35489280535501,72.14236482693929,62,Research,Slot 4,0,1,rejected
A000553,U00655,P004,2026-03-01,68.24788120012258,37.603623452802196,46.97756313965924,69,Research,Slot 5,0,1,rejected
A000554,U00656,P008,2026-03-01,51.36020150923922,48.7346742025294,61.62443798500047,69,Research,Slot 1,0,1,rejected
A000555,U00657,P001,2026-03-01,45.66269975189772,41.625942746845084,59.416625641860605,81,Research,Slot 2,0,1,rejected
A000556,U00658,P003,2026-03-01,64.81006203954252,39.730143746080316,63.93110885373919,74,Research,Slot 4,0,1,rejected
A000557,U00659,P007,2026-03-01,59.87701550691943,48.271543251858894,65.04458463501797,69,Research,Slot 5,0,1,rejected
A000558,U00660,P008,2026-03-01,76.03231196622559,40.94815092850894,70.64235503029381,46,Research,Slot 2,0,1,rejected
A000559,U00661,P007,2026-03-01,51.49115910961101,74.41221722471914,73.71074482308114,45,Research,Slot 4,1,0,accepted
A000560,U00662,P002,2026-03-01,48.79582081063611,42.45133803428079,69.37126779731052,51,Research,Slot 3,0,1,rejected
A000561,U00663,P001,2026-03-01,57.07314541024723,43.81839551316372,61.51407390624777,86,Research,Slot 4,0,1,rejected
A000562,U00664,P007,2026-03-01,71.55927801881285,60.52106822474636,83.98511704551565,46,Research,Slot 5,1,0,accepted
A000563,U00665,P002,2026-03-01,66.44095422241959,41.13677395004002,73.87378315167116,65,Research,Slot 4,0,1,rejected
A000564,U00666,P005,2026-03-01,49.75806996822285,48.595469005174856,98.5121352500147,89,Research,Slot 2,1,0,accepted
A000565,U00668,P001,2026-03-01,51.198306814018615,50.88408812076564,100.0,67,Research,Slot 3,1,0,accepted
A000566,U00669,P002,2026-03-01,47.555135501111344,54.4982721372651,66.46836041009425,52,Research,Slot 1,0,1,rejected
A000567,U00670,P007,2026-03-01,47.11475863735544,44.63981925236022,54.832662585490446,65,Research,Slot 4,0,1,rejected
A000568,U00671,P004,2026-03-01,65.36799190703023,35.088152588346375,100.0,61,Research,Slot 2,1,0,accepted
A000569,U00672,P003,2026-03-01,52.89667509785109,53.92230675554566,74.71785985150217,44,Research,Slot 5,0,1,rejected
A000570,U00673,P003,2026-03-01,67.33348232689038,42.76091810845727,73.48718576376267,60,Research,Slot 2,0,1,rejected
A000571,U00674,P003,2026-03-01,79.05023083535418,45.04507855482104,100.0,61,Research,Slot 2,1,0,accepted
A000572,U00675,P006,2026-03-01,60.10737563774193,55.409484207279256,56.524494035124064,78,Research,Slot 4,0,1,rejected
A000573,U00676,P001,2026-03-01,49.25338960567137,42.176460774980065,59.32722535086465,71,Research,Slot 3,0,1,rejected
A000574,U00677,P003,2026-03-01,47.858412449653386,50.7727262767366,68.53165306413192,53,Research,Slot 4,0,1,rejected
A000575,U00678,P006,2026-03-01,57.38069635163252,45.826619601206836,66.64312797800548,84,Research,Slot 5,0,1,rejected
A000576,U00680,P001,2026-03-01,49.81063329607352,33.948485698200074,55.790681641052856,87,Research,Slot 4,0,1,rejected
A000577,U00681,P008,2026-03-01,60.1796950721887,50.039612809245874,81.90925292130008,70,Research,Slot 4,0,1,rejected
A000578,U00682,P003,2026-03-01,58.06252699138546,50.23576244430511,59.085561804605604,47,Research,Slot 3,0,1,rejected
A000579,U00684,P001,2026-03-01,52.82629305129557,38.336823734096704,80.41827770503488,57,Research,Slot 1,0,1,rejected
A000580,U00685,P001,2026-03-01,58.90027125916518,40.50396912995727,84.89003951588631,69,Research,Slot 1,0,1,rejected
A000581,U00686,P001,2026-03-01,64.95725438422964,68.68744762541621,55.5421016614754,42,Research,Slot 4,0,1,rejected
A000582,U00687,P006,2026-03-01,61.18402359667219,58.201649940316,70.32867350394172,74,Research,Slot 5,0,1,rejected
A000583,U00688,P004,2026-03-01,59.387706247980226,59.95290399522031,90.00364596887518,49,Research,Slot 5,1,0,accepted
A000584,U00689,P005,2026-03-01,57.16418877858464,45.01048876274082,54.2177983337908,70,Research,Slot 2,0,1,rejected
A000585,U00690,P008,2026-03-01,63.1337143171878,45.48443714500489,59.864107634923656,49,Research,Slot 4,0,1,rejected
A000586,U00691,P001,2026-03-01,73.46571662610296,64.43670319166239,55.43959379515554,80,Research,Slot 1,0,1,rejected
A000587,U00692,P008,2026-03-01,66.59828297731148,54.469722729708664,100.0,53,Research,Slot 3,1,0,accepted
A000588,U00693,P005,2026-03-01,59.43985328166329,52.53008486677792,59.90959315124486,60,Research,Slot 5,0,1,rejected
A000589,U00694,P003,2026-03-01,50.67628756818013,27.1422275550505,59.285800016616996,76,Research,Slot 4,0,1,rejected
A000590,U00695,P001,2026-03-01,42.88564272965246,54.385984463843066,72.17408637451867,42,Research,Slot 5,0,1,rejected
A000591,U00696,P004,2026-03-01,63.105435799309376,61.40493982308256,75.68341084002734,78,Research,Slot 1,1,0,accepted
A000592,U00698,P004,2026-03-01,79.53107198272573,56.86956632098677,68.63157089810136,89,Research,Slot 5,1,0,accepted
A000593,U00699,P004,2026-03-01,66.65948837834065,48.679961471457275,44.4671674747302,64,Research,Slot 2,0,1,rejected
A000594,U00700,P005,2026-03-01,46.150367604568814,42.56941900068987,87.11780895283682,43,Research,Slot 4,0,1,rejected
A000595,U00701,P007,2026-03-01,68.92342441559484,20.060999071335672,75.00320932455871,63,Research,Slot 5,0,1,rejected
A000596,U00702,P001,2026-03-01,70.03875442282491,29.85106595058931,79.11206298082783,90,Research,Slot 5,0,1,rejected
A000597,U00703,P006,2026-03-01,71.44344850891818,26.10819304060071,81.92331364955668,67,Research,Slot 1,0,1,rejected
A000598,U00705,P007,2026-03-01,57.79981972340326,48.725931276100404,82.85858887743896,70,Research,Slot 3,0,1,rejected
A000599,U00706,P004,2026-03-01,61.99665959772885,40.59305472077765,87.37789569965528,53,Research,Slot 5,0,1,rejected
A000600,U00707,P007,2026-03-01,73.14074981524604,40.51251304732,65.79083704728929,43,Research,Slot 3,0,1,rejected
A000601,U00708,P007,2026-03-01,41.25109402712271,59.38757642502484,100.0,53,Research,Slot 2,1,0,accepted
A000602,U00709,P004,2026-03-01,90.9482912048845,31.941599644798337,74.17094825602516,41,Research,Slot 2,1,0,accepted
A000603,U00710,P001,2026-03-01,60.57697222165784,57.241672408771635,89.37794303779737,88,Research,Slot 1,1,0,accepted
A000604,U00711,P006,2026-03-01,65.9636748241736,57.689414500911305,77.26792592210953,83,Research,Slot 5,1,0,accepted
A000605,U00712,P003,2026-03-01,64.75751991831532,55.896392313574,93.09726779136003,67,Research,Slot 5,1,0,accepted
A000606,U00713,P006,2026-03-01,61.74494911353258,53.68063731933321,38.48171936955051,57,Research,Slot 4,0,1,rejected
A000607,U00714,P004,2026-03-01,74.05144392252026,53.46706723371919,77.51987476120802,56,Research,Slot 2,1,0,accepted
A000608,U00715,P006,2026-03-01,61.240418077720214,68.96889156165071,84.0580545527854,80,Research,Slot 1,1,0,accepted
A000609,U00716,P005,2026-03-01,41.085761081500934,43.61587581330461,96.86461037330324,51,Research,Slot 3,0,1,rejected
A000610,U00717,P005,2026-03-01,54.32636194392894,56.36670153695832,90.61086628158863,45,Research,Slot 4,1,0,accepted
A000611,U00718,P006,2026-03-01,55.56590326781451,74.26463674606993,65.18756379446219,49,Research,Slot 4,1,0,accepted
A000612,U00719,P006,2026-03-01,67.47444971427056,52.978761910238454,89.25409969311958,44,Research,Slot 5,1,0,accepted
A000613,U00720,P008,2026-03-01,60.6502463118878,58.13280406064593,81.39651674215897,57,Research,Slot 3,1,0,accepted
A000614,U00721,P008,2026-03-01,47.296379536749136,61.5469376671672,51.561461225751,65,Research,Slot 2,0,1,rejected
A000615,U00723,P001,2026-03-01,65.63787875006915,44.08605270161952,70.1400496737138,45,Research,Slot 1,0,1,rejected
A000616,U00724,P004,2026-03-01,53.984982131782274,55.43883014363779,95.55198534147343,59,Research,Slot 1,1,0,accepted
A000617,U00725,P003,2026-03-01,70.78719050803015,58.08662765497287,100.0,85,Research,Slot 5,1,0,accepted
A000618,U00727,P008,2026-03-01,62.75812468097975,32.3783434956713,48.05820262737136,68,Research,Slot 3,0,1,rejected
A000619,U00728,P007,2026-03-01,56.473151010044184,43.792662533974436,73.11897124454948,66,Research,Slot 3,0,1,rejected
A000620,U00729,P002,2026-03-01,63.362778892475625,42.629706388473025,63.05218525264834,73,Research,Slot 5,0,1,rejected
A000621,U00730,P008,2026-03-01,78.19771787312598,49.169106722568166,62.19168666355437,53,Research,Slot 3,0,1,rejected
A000622,U00732,P004,2026-03-01,64.36901646837518,52.05567758703562,91.4888192590384,82,Research,Slot 2,1,0,accepted
A000623,U00733,P007,2026-03-01,53.433759292002954,58.73989751006883,93.52860495185892,56,Research,Slot 1,1,0,accepted
A000624,U00734,P003,2026-03-01,44.536924208111486,42.03379120187676,50.7843924608367,51,Research,Slot 4,0,1,rejected
A000625,U00735,P001,2026-03-01,56.54478625748777,42.251365137620155,48.677772592754806,43,Research,Slot 5,0,1,rejected
A000626,U00736,P007,2026-03-01,57.606416899372505,49.57811083830422,72.2158547768579,45,Research,Slot 2,0,1,rejected
A000627,U00737,P005,2026-03-01,57.76140767382475,52.56196246193049,56.612259791101174,67,Research,Slot 2,0,1,rejected
A000628,U00738,P005,2026-03-01,48.52658483678671,42.310583751060776,72.75903638406821,61,Research,Slot 4,0,1,rejected
A000629,U00739,P002,2026-03-01,52.744844515196824,55.435342274659135,31.212760403220138,88,Research,Slot 5,0,1,rejected
A000630,U00740,P001,2026-03-01,66.84903856499565,39.17915741672464,53.4173985727677,59,Research,Slot 4,0,1,rejected
A000631,U00741,P003,2026-03-01,41.90732285411742,56.35329195216206,68.55338195590137,50,Research,Slot 3,0,1,rejected
A000632,U00742,P003,2026-03-01,53.04283603837598,73.2959780462148,78.82332697807146,52,Research,Slot 3,1,0,accepted
A000633,U00743,P003,2026-03-01,73.95434082199185,52.41802071555749,83.69287300811497,62,Research,Slot 1,1,0,accepted
A000634,U00744,P002,2026-03-01,51.84661890162358,37.650565713293005,98.01407069781118,66,Research,Slot 3,0,1,rejected
A000635,U00745,P003,2026-03-01,53.29997321231672,63.081854499702644,74.91880681704028,70,Research,Slot 2,0,1,rejected
A000636,U00746,P006,2026-03-01,54.971312463290445,61.78865937036939,70.62997486637617,70,Research,Slot 2,0,1,rejected
A000637,U00747,P001,2026-03-01,59.99318590556805,42.10481160889687,87.9572562627075,74,Research,Slot 1,0,1,rejected
A000638,U00748,P001,2026-03-01,48.34675168137275,34.89072270126316,74.30189609822312,84,Research,Slot 4,0,1,rejected
A000639,U00749,P002,2026-03-01,47.76432814524989,69.81524267082669,65.62239059758267,90,Research,Slot 1,0,1,rejected
A000640,U00751,P008,2026-03-01,66.06814003086687,35.5093449207901,75.55522466808972,50,Research,Slot 1,0,1,rejected
A000641,U00753,P006,2026-03-01,63.34485211611512,44.43001471137098,60.0617188375582,84,Research,Slot 2,0,1,rejected
A000642,U00754,P006,2026-03-01,52.0478522897535,56.002126991480296,88.78048626463115,67,Research,Slot 2,1,0,accepted
A000643,U00755,P006,2026-03-01,61.423779125104666,53.81352834580285,93.88664520102482,62,Research,Slot 4,1,0,accepted
A000644,U00756,P001,2026-03-01,79.34625296737362,58.059540797314746,68.65526462526266,84,Research,Slot 1,1,0,accepted
A000645,U00758,P007,2026-03-01,42.848800453053045,56.301795923651135,66.71742482191873,76,Research,Slot 1,0,1,rejected
A000646,U00759,P006,2026-03-01,61.34588975937778,42.777812310500586,32.58103645225171,64,Research,Slot 2,0,1,rejected
A000647,U00760,P005,2026-03-01,29.68806167509911,55.136350338651525,51.03333505666618,40,Research,Slot 1,0,1,rejected
A000648,U00762,P005,2026-03-01,57.378818414399625,48.80679095333601,72.33401280586051,75,Research,Slot 3,0,1,rejected
A000649,U00763,P003,2026-03-01,62.93949387943162,42.27457888157764,85.49005982970691,90,Research,Slot 2,0,1,rejected
A000650,U00764,P004,2026-03-01,82.08516680009174,63.060614618427266,59.42036000331697,78,Research,Slot 2,1,0,accepted
A000651,U00765,P002,2026-03-01,71.683646329483,54.00823163735286,67.70530208680289,52,Research,Slot 1,0,1,rejected
A000652,U00766,P004,2026-03-01,65.10778526649811,34.09338797679146,54.07997127249764,44,Research,Slot 5,0,1,rejected
A000653,U00767,P001,2026-03-01,36.74368322158652,40.33118474035982,85.3344503117308,86,Research,Slot 5,0,1,rejected
A000654,U00768,P005,2026-03-01,69.75394420665162,55.19514531581947,100.0,82,Research,Slot 3,1,0,accepted
A000655,U00769,P008,2026-03-01,40.78243951267346,33.36263533057988,30.178832509558692,77,Research,Slot 5,0,1,rejected
A000656,U00770,P002,2026-03-01,54.59046096520267,28.361969986509713,57.07993323795282,79,Research,Slot 5,0,1,rejected
A000657,U00771,P007,2026-03-01,76.52615060970564,47.96165386170796,43.22887756112782,49,Research,Slot 3,0,1,rejected
A000658,U00772,P005,2026-03-01,55.66719191900778,52.78463452942137,73.19030140583551,60,Research,Slot 5,0,1,rejected
A000659,U00773,P003,2026-03-01,69.42254414182077,41.6739575095725,36.04139921236273,82,Research,Slot 1,0,1,rejected
A000660,U00774,P008,2026-03-01,65.57503821033838,49.116000832059264,65.29837896065064,86,Research,Slot 4,0,1,rejected
A000661,U00775,P001,2026-03-01,60.635962825442945,50.94714251857279,81.29670171051791,87,Research,Slot 2,0,1,rejected
A000662,U00776,P001,2026-03-01,69.23865015964175,64.79527203518518,85.01505595963977,87,Research,Slot 4,1,0,accepted
A000663,U00777,P008,2026-03-01,51.888926697512,55.29069835172741,57.943316642741195,86,Research,Slot 1,0,1,rejected
A000664,U00778,P007,2026-03-01,73.33242988705814,41.718045243106715,59.893839791174855,60,Research,Slot 2,0,1,rejected
A000665,U00780,P008,2026-03-01,39.50525514330319,62.6084951999931,65.14813837300068,40,Research,Slot 4,0,1,rejected
A000666,U00781,P002,2026-03-01,54.7809862531283,54.39058291320303,81.16663976471118,49,Research,Slot 2,0,1,rejected
A000667,U00782,P008,2026-03-01,72.64415861851879,54.35992773064197,49.95282444798568,69,Research,Slot 4,0,1,rejected
A000668,U00783,P006,2026-03-01,67.39944051379317,66.7974738222153,63.084646772624666,49,Research,Slot 3,1,0,accepted
A000669,U00784,P005,2026-03-01,57.90548051681336,30.298514983354657,100.0,71,Research,Slot 1,0,1,rejected
A000670,U00785,P005,2026-03-01,52.12176252253561,54.90276065666753,88.91244375092195,60,Research,Slot 3,1,0,accepted
A000671,U00787,P008,2026-03-01,61.53033917374388,44.870653982214975,68.57404730512737,47,Research,Slot 2,0,1,rejected
A000672,U00788,P001,2026-03-01,67.38889702442474,41.032258861957835,84.88613096416458,90,Research,Slot 3,0,1,rejected
A000673,U00789,P004,2026-03-01,45.71095393488273,61.89226461255785,59.38069886142074,83,Research,Slot 3,0,1,rejected
A000674,U00790,P001,2026-03-01,58.97125353873921,61.385036395936964,71.67245147429242,66,Research,Slot 5,0,1,rejected
A000675,U00791,P008,2026-03-01,70.22435931928159,33.55008664508425,39.61946428888386,56,Research,Slot 4,0,1,rejected
A000676,U00792,P002,2026-03-01,69.94298826687623,52.547311373802096,64.28052359415123,73,Research,Slot 3,0,1,rejected
A000677,U00793,P006,2026-03-01,52.68745431187043,41.02340614724946,93.05665568642596,86,Research,Slot 2,0,1,rejected
A000678,U00795,P004,2026-03-01,62.35455795111115,20.0,68.62512565174988,40,Research,Slot 2,0,1,rejected
A000679,U00796,P006,2026-03-01,40.348482528193856,56.172811926084655,83.44966706351954,68,Research,Slot 1,0,1,rejected
A000680,U00797,P004,2026-03-01,65.32464307788695,38.55853522972477,60.153477878190316,48,Research,Slot 5,0,1,rejected
A000681,U00798,P004,2026-03-01,50.309489484624166,47.66716016842731,77.11957466717266,80,Research,Slot 1,0,1,rejected
A000682,U00799,P006,2026-03-01,49.11129927607358,47.726461205134534,79.75732678992345,68,Research,Slot 4,0,1,rejected
A000683,U00800,P005,2026-03-01,61.8851687656417,49.555570281387105,66.38240537490941,80,Research,Slot 5,0,1,rejected
A000684,U00802,P004,2026-03-01,39.47125579650765,38.19164083007865,55.45850497833594,77,Research,Slot 1,0,1,rejected
A000685,U00803,P001,2026-03-01,60.604909952115754,36.88067845115921,74.85319126432677,46,Research,Slot 1,0,1,rejected
A000686,U00804,P002,2026-03-01,49.703037603669394,45.15982876377915,85.56388773225397,42,Research,Slot 1,0,1,rejected
